Model,DPO4034,,,
9.26E+01,0.6,-0.8,0.68,0.6
9.26E+01,-0.16,0,-0.2,0.28
9.26E+01,-0.48,0.56,-0.84,-0.04
9.26E+01,-0.28,-0.08,0.6,0.76
9.26E+01,-0.04,-0.08,0.12,0.44
9.26E+01,-0.8,0.16,-0.2,0.28
9.26E+01,-0.92,0.64,1,0.52
9.26E+01,-0.04,0.32,0.2,0.36
9.26E+01,0.08,0.08,-0.2,0.52
9.27E+01,-1.04,1.12,-0.12,0.76
9.27E+01,-1.12,1.36,0.6,0.44
9.27E+01,-0.48,0.08,0.2,0.44
9.27E+01,-0.32,0.32,0.04,0.28
9.27E+01,-0.68,0.4,-0.52,0.6
9.27E+01,-0.88,0.8,-0.44,0.44
9.27E+01,0,0.4,-0.68,0.2
9.27E+01,-0.04,-0.96,-0.76,0.68
9.27E+01,0.2,-0.56,-1.16,0.28
9.27E+01,0.52,-0.16,-0.6,0.44
9.28E+01,0.8,-1.12,0.36,0.76
9.28E+01,0.2,-1.12,0.2,0.92
9.28E+01,0.44,-0.56,-0.52,0.2
9.28E+01,0.44,0.24,-0.44,0.44
9.28E+01,0.36,-0.48,0.36,0.92
9.28E+01,0.32,-0.4,0.12,0.76
9.28E+01,-1.4,0.08,-0.12,0.6
9.28E+01,-1.24,0.72,0.44,0.52
9.28E+01,0.2,-1.12,0.6,1
9.28E+01,1.4,-1.2,0.52,0.6
9.29E+01,0.88,0,0.44,0.6
9.29E+01,0.28,0.32,1,0.68
9.29E+01,0.76,-0.56,0.6,0.92
9.29E+01,0.04,-0.16,-0.04,1.08
9.29E+01,0.56,0.24,0.2,0.6
9.29E+01,-0.04,0,0.6,1.16
9.29E+01,-0.08,-0.64,0.84,0.76
9.29E+01,-0.16,0,-0.2,0.6
9.29E+01,-0.6,0.72,0.04,0.52
9.29E+01,-0.08,0.32,-0.28,0.68
9.30E+01,0.8,-0.88,0.28,0.6
9.30E+01,1,-1.04,-0.76,0.28
9.30E+01,0.04,0.88,0.2,0.2
9.30E+01,0.12,0.96,-0.12,0.2
9.30E+01,-0.84,0.32,-0.12,0.68
9.30E+01,-0.28,0.88,-1.24,0.84
9.30E+01,-0.6,0.96,-0.76,1
9.30E+01,-0.24,1.52,-0.84,0.84
9.30E+01,-0.28,0.16,0.36,1.08
9.30E+01,-0.08,0.88,-0.12,0.6
9.31E+01,-1.28,0.24,0.44,0.84
9.31E+01,-1,0.32,0.76,0.84
9.31E+01,0.72,-0.56,0.36,0.44
9.31E+01,0.48,-1.12,0.36,0.84
9.31E+01,0.52,0.24,0.36,0.52
9.31E+01,0.24,0.72,-0.52,0.76
9.31E+01,-0.04,0.16,0.12,0.76
9.31E+01,-0.24,-1.04,-0.28,0.92
9.31E+01,-0.36,-0.32,-0.28,0.76
9.31E+01,-0.24,-0.24,0.36,0.6
9.32E+01,-0.76,-0.64,-0.12,1.16
9.32E+01,-0.04,-0.48,0.2,0.92
9.32E+01,0.24,0,-0.6,0.6
9.32E+01,0.56,-0.56,0.2,1.08
9.32E+01,0.48,-1.28,0.12,1
9.32E+01,0.4,-0.08,-0.36,0.84
9.32E+01,-0.8,0,-0.28,1.08
9.32E+01,0.48,-0.4,-0.52,1.16
9.32E+01,0.68,-0.64,-0.12,0.84
9.32E+01,-0.08,-1.2,-0.12,0.76
9.33E+01,-0.8,-0.08,0.2,1.08
9.33E+01,-0.12,-0.08,1,1.08
9.33E+01,0.16,-1.2,-0.2,1.08
9.33E+01,-0.64,-0.48,-0.52,0.76
9.33E+01,-0.24,-0.16,0.12,0.76
9.33E+01,0.24,-1.44,0.36,1.08
9.33E+01,0.28,-1.76,0.84,0.92
9.33E+01,0.12,-0.24,0.44,0.6
9.33E+01,0.36,0.4,0.04,0.68
9.33E+01,0.6,-0.48,0.52,0.84
9.34E+01,-0.28,0.4,0.12,0.76
9.34E+01,-0.36,0.4,-0.36,0.52
9.34E+01,-0.36,0.8,-0.04,0.76
9.34E+01,0.52,0,0.12,0.6
9.34E+01,0,0.16,0.2,0.92
9.34E+01,0.04,1.52,0.04,0.84
9.34E+01,-0.44,1.28,-0.44,0.04
9.34E+01,-0.16,0.72,0.6,0.44
9.34E+01,0,0,-0.52,0.44
9.34E+01,-0.64,1.28,-0.68,0.52
9.35E+01,0.88,1.44,-0.44,0.36
9.35E+01,0.84,0.64,-0.44,0.92
9.35E+01,0.12,0.96,-0.44,0.68
9.35E+01,-0.28,0.96,-0.12,0.28
9.35E+01,0.2,0.8,-0.12,0.92
9.35E+01,0.44,-0.08,0.12,1.08
9.35E+01,0.72,0.08,-0.28,0.84
9.35E+01,0,1.52,-0.2,0.52
9.35E+01,1.32,0.32,1,0.28
9.35E+01,1.72,-0.48,1,0.28
9.36E+01,0.56,-0.32,0.52,0.12
9.36E+01,0.24,0.96,0.52,0.36
9.36E+01,1.24,-0.16,0.76,0.2
9.36E+01,0.08,-1.28,-0.28,0.68
9.36E+01,-0.2,0.16,-1.56,0.12
9.36E+01,-0.2,0.88,-0.6,0.6
9.36E+01,0.96,-0.4,-1.32,0.52
9.36E+01,1.4,-0.4,-0.68,0.2
9.36E+01,1.24,0,-1.24,-0.2
9.36E+01,-0.76,0.32,-0.28,0.28
9.37E+01,1.08,0.16,-1.16,-0.36
9.37E+01,0.72,-0.24,-0.68,0.12
9.37E+01,0.04,0,-1.4,0.2
9.37E+01,-1.28,1.04,-1.16,0.44
9.37E+01,-0.96,-0.24,-1,0.84
9.37E+01,-0.24,0.16,-0.76,0.36
9.37E+01,-0.12,0.48,-0.92,-0.12
9.37E+01,0.16,0.16,-0.36,-0.28
9.37E+01,0.32,-0.64,-0.04,0.44
9.37E+01,0.12,-0.4,-1.24,-0.04
9.38E+01,0.12,-0.24,0.52,-0.12
9.38E+01,-0.04,-0.08,0.28,0.04
9.38E+01,-0.6,-0.64,0.28,0.44
9.38E+01,-0.6,-0.16,0.76,0.52
9.38E+01,-0.72,0.24,0.2,-0.04
9.38E+01,-1.6,0.8,1.48,0.28
9.38E+01,0.2,-0.16,1.48,0.12
9.38E+01,-0.04,0,0.92,0.28
9.38E+01,-0.92,0.96,1,-0.04
9.38E+01,0.44,1.36,1.4,-0.12
9.39E+01,0.92,-0.16,0.6,-0.36
9.39E+01,-0.16,0.4,0.28,-0.6
9.39E+01,0.44,0.88,-0.2,-0.68
9.39E+01,0.24,0.32,-0.2,-0.2
9.39E+01,0.76,-0.64,-0.92,0.12
9.39E+01,0.24,-0.56,-1.32,0.12
9.39E+01,-0.16,0.32,-0.76,-0.36
9.39E+01,1.32,0.64,-0.92,-0.2
9.39E+01,1.4,-0.64,-0.6,0.04
9.39E+01,0.64,-0.24,0.12,0.12
9.40E+01,-1,0.4,-0.2,0.28
9.40E+01,-1,0.72,-0.68,-0.04
9.40E+01,0.28,-1.92,0.2,0.12
9.40E+01,0.12,-1.2,0.44,-0.12
9.40E+01,-0.04,0.24,-0.12,0.12
9.40E+01,-0.12,0.24,0.2,0.04
9.40E+01,-0.04,-0.32,-0.52,-0.12
9.40E+01,-0.24,1.12,-1.32,-0.6
9.40E+01,-1.24,1.6,0.04,-0.28
9.40E+01,0.64,0.56,-1.16,-0.6
9.41E+01,-0.28,-0.32,-1.08,-0.2
9.41E+01,-0.88,0.56,-1.24,0.36
9.41E+01,0.24,1.52,-1.16,-0.12
9.41E+01,0.52,-0.24,-1,0.2
9.41E+01,1,-1.2,-0.76,0.28
9.41E+01,0.64,0.08,-1.16,-0.12
9.41E+01,-0.2,1.36,-0.2,-0.2
9.41E+01,0.4,0.4,0.28,-0.44
9.41E+01,-0.12,-0.08,0.44,-0.2
9.41E+01,-0.24,0.64,1.72,-0.52
9.42E+01,-0.12,0.72,1.48,-0.36
9.42E+01,0.68,0.64,1.48,-0.6
9.42E+01,0,-0.64,-0.04,-0.28
9.42E+01,-1,-0.56,-0.36,-0.44
9.42E+01,-0.64,-0.08,-0.12,0.36
9.42E+01,0.44,-0.8,-0.84,0.12
9.42E+01,-0.2,-1.12,-0.6,0.44
9.42E+01,0.2,0.4,-1.32,-0.44
9.42E+01,0.08,1.28,-0.52,-1
9.42E+01,0.08,-0.16,-0.84,-0.68
9.43E+01,0.12,-0.4,0.6,-0.28
9.43E+01,0.28,-0.72,0.28,-0.52
9.43E+01,0.04,-0.88,0.68,-0.12
9.43E+01,0.72,-0.88,-0.2,0.28
9.43E+01,0.2,-0.08,-0.44,0.44
9.43E+01,-0.08,0.64,0.12,0.28
9.43E+01,0.36,0.08,0.44,0.12
9.43E+01,0.24,0,0.12,0.12
9.43E+01,0.48,0,0.12,-0.12
9.43E+01,0.64,0.48,0.44,-0.36
9.44E+01,0.16,1.04,1.16,-0.28
9.44E+01,0.2,0.8,0.44,-0.12
9.44E+01,-0.2,0.48,0.04,0.28
9.44E+01,-0.56,0.16,0.04,0.2
9.44E+01,0.8,-0.08,0.04,-0.28
9.44E+01,0.16,-0.8,-0.04,0.28
9.44E+01,0.72,0.16,-0.76,-0.36
9.44E+01,0.2,1.28,-0.52,-0.2
9.44E+01,-0.84,0.24,-0.36,0.04
9.44E+01,-0.56,-0.32,-0.12,0.36
9.45E+01,0,-0.24,-0.52,0.12
9.45E+01,-0.24,0.56,-0.44,-0.28
9.45E+01,-0.08,-0.08,-0.52,-0.04
9.45E+01,-0.08,-0.32,0.12,-0.12
9.45E+01,-1.12,0.4,-1,0.12
9.45E+01,-0.56,1.76,-0.68,-0.2
9.45E+01,-0.04,0.08,-1,-0.2
9.45E+01,-0.2,-0.08,-0.92,0.2
9.45E+01,0.2,0.24,-0.6,0.28
9.45E+01,0,0.8,-0.84,-0.2
9.46E+01,0.32,0.32,-0.2,-0.28
9.46E+01,0.68,-0.4,0.6,-0.28
9.46E+01,0.52,-0.4,-0.12,-0.28
9.46E+01,0.36,0.16,0.6,-0.04
9.46E+01,1.04,-0.88,0.2,0.28
9.46E+01,1,-0.4,-0.68,0.76
9.46E+01,0.16,-0.08,-0.44,0.52
9.46E+01,0.4,0.56,-0.04,0.04
9.46E+01,0.52,0.48,-0.52,-0.2
9.46E+01,-0.24,0.16,-0.52,0.36
9.47E+01,-0.84,-0.48,-0.28,0.12
9.47E+01,0.36,0.16,0.04,0.04
9.47E+01,1.32,-0.48,0.6,0.12
9.47E+01,0.08,-0.24,0.6,0.04
9.47E+01,-0.6,0.64,-0.2,0.12
9.47E+01,-0.8,1.52,0.12,0.36
9.47E+01,-0.04,-0.32,0.36,0.52
9.47E+01,-0.24,-1.12,0.44,0.76
9.47E+01,-0.12,-0.56,0.52,0.36
9.47E+01,0.6,0.16,0.84,0.12
9.48E+01,0.08,-0.48,1.48,0.28
9.48E+01,0.48,-0.32,0.28,-0.12
9.48E+01,-0.8,-0.4,1,0.36
9.48E+01,0.12,0.08,0.6,0.44
9.48E+01,-0.04,-1.04,0.68,0.6
9.48E+01,0.08,0.08,-0.12,0.68
9.48E+01,-0.36,0.4,-1,0.92
9.48E+01,0,0.24,-0.04,0.36
9.48E+01,1.08,-0.32,-0.44,0.28
9.48E+01,0.72,-0.24,-1.4,0.12
9.49E+01,-0.64,0,-0.76,0.44
9.49E+01,-0.48,0.32,-1.64,0.2
9.49E+01,-0.6,-0.96,-1.72,0.6
9.49E+01,-0.36,-0.72,-2.76,0.2
9.49E+01,-1,0,-2.44,0.76
9.49E+01,-0.44,0.48,-2.12,0.84
9.49E+01,-1,0.08,-2.2,0.68
9.49E+01,-0.44,0.72,-0.52,0.44
9.49E+01,0.32,0.24,0.2,0.28
9.49E+01,-0.12,-0.56,0.76,0.44
9.50E+01,-0.04,-1.36,1.08,0.36
9.50E+01,0.04,-0.08,2.12,0.44
9.50E+01,-0.32,-0.24,1.24,0.76
9.50E+01,-0.4,-0.16,1,0.92
9.50E+01,0.12,-0.72,0.76,0.76
9.50E+01,-0.96,-0.24,-0.04,0.6
9.50E+01,-0.44,0.48,-0.36,0.36
9.50E+01,0.12,-0.32,-0.76,0.6
9.50E+01,1.32,0,-1.24,0.44
9.50E+01,0.56,0.08,-1.24,0.28
9.51E+01,0,0.48,-1.4,0.36
9.51E+01,0.04,-0.8,-0.68,0.44
9.51E+01,0.8,-1.12,-1.8,0.52
9.51E+01,-0.04,0.32,-0.92,0.92
9.51E+01,0.24,0.32,-0.68,0.68
9.51E+01,0.12,0.24,-0.12,0.76
9.51E+01,0.04,-0.56,0.12,0.76
9.51E+01,0.6,0.4,0.68,0.2
9.51E+01,-0.04,0.64,1.24,0.44
9.51E+01,-0.04,-0.48,1.08,1
9.52E+01,0.48,-0.4,-0.28,0.76
9.52E+01,0.32,-0.24,-0.36,0.92
9.52E+01,0.56,0.16,-0.76,1.08
9.52E+01,1.08,-0.16,-0.6,1.08
9.52E+01,0.88,0.08,-0.84,0.44
9.52E+01,-0.36,-0.08,-0.52,0.6
9.52E+01,0.16,0.72,0.12,0.44
9.52E+01,1.04,-1.28,-0.12,0.84
9.52E+01,1.2,-1.28,-0.84,1
9.52E+01,0.84,0.16,0.28,0.52
9.53E+01,-0.04,0.16,0.28,0.92
9.53E+01,0.64,-0.4,0.36,0.76
9.53E+01,0.36,-0.72,-0.04,1.08
9.53E+01,-0.32,0,0.04,0.68
9.53E+01,-0.4,0.8,-0.2,0.6
9.53E+01,0.32,-0.4,-0.44,1
9.53E+01,-0.88,0.32,-0.2,1.08
9.53E+01,-0.48,1.52,0.04,0.68
9.53E+01,-0.52,1.44,1.24,0.68
9.53E+01,-0.36,-0.08,1.32,1.16
9.54E+01,-1.28,0.48,0.76,1.08
9.54E+01,-0.56,1.52,-0.52,0.52
9.54E+01,0.64,0.24,-0.04,1
9.54E+01,0.64,-0.56,-0.2,1.24
9.54E+01,0.24,0.88,-0.68,0.76
9.54E+01,-0.16,0.96,-0.36,1
9.54E+01,0.52,0.72,-0.76,0.44
9.54E+01,0.32,-0.16,0.12,0.52
9.54E+01,-0.04,-0.88,0.52,0.92
9.54E+01,-0.44,0.72,-0.28,0.76
9.55E+01,0,0.48,0.04,0.76
9.55E+01,0.12,0.16,0.28,1
9.55E+01,-0.6,0.16,0.52,1.16
9.55E+01,-0.4,1.04,0.44,0.44
9.55E+01,-0.2,1.36,0.2,0.84
9.55E+01,0.04,-0.08,0.92,0.84
9.55E+01,-0.92,1.28,0.12,0.28
9.55E+01,-0.96,1.04,-0.04,0.36
9.55E+01,-0.64,0,-0.2,0.76
9.55E+01,0.12,0,-0.6,0.76
9.56E+01,-0.08,-0.56,-0.28,0.92
9.56E+01,-1.12,0.4,-0.2,1
9.56E+01,-0.2,0.72,0.2,0.52
9.56E+01,0,0.32,-0.52,0.28
9.56E+01,-1.36,0.48,-0.44,0.76
9.56E+01,-0.2,0.4,-0.84,0.6
9.56E+01,0.8,-1.12,-0.76,0.6
9.56E+01,0.84,-0.96,0.12,0.84
9.56E+01,0.72,0.4,0.2,0.28
9.56E+01,0.32,0.64,1.72,0.52
9.57E+01,0.72,-0.8,1,0.6
9.57E+01,0.24,-0.16,1,0.44
9.57E+01,-0.84,0.48,0.84,0.2
9.57E+01,-1.12,1.12,0.36,0.28
9.57E+01,-0.32,0.08,-0.28,0.6
9.57E+01,0.04,0.32,0.12,0.52
9.57E+01,0.48,0.16,0.36,0.28
9.57E+01,0.6,0.64,0.28,0.04
9.57E+01,0.68,-0.24,-0.68,0.2
9.57E+01,0.08,-0.32,-1.56,0.28
9.58E+01,0.24,-0.08,-1.8,0.28
9.58E+01,1,-0.48,-1,-0.04
9.58E+01,1.36,-0.4,-0.52,0.2
9.58E+01,0.04,-0.48,0.04,0.28
9.58E+01,-0.48,-0.08,0.92,0.12
9.58E+01,0.08,-0.4,-0.04,0.28
9.58E+01,0.28,-1.44,0.36,0.36
9.58E+01,0.24,-0.8,-0.52,-0.04
9.58E+01,-0.84,-0.24,-0.36,0.44
9.58E+01,0.12,-0.32,-0.2,0.68
9.59E+01,1.12,-0.32,-0.68,0.44
9.59E+01,0.48,0.32,1.4,0.12
9.59E+01,-0.4,0.96,1,-0.2
9.59E+01,-1.76,0.72,0.92,0.28
9.59E+01,-0.28,0.64,1.48,0.12
9.59E+01,-1.04,-0.16,0.52,0.44
9.59E+01,-0.36,1.04,-0.36,0.12
9.59E+01,0.12,0.8,-0.12,0.04
9.59E+01,0.08,0.4,-1,0.04
9.59E+01,-0.44,0.56,-1,0.12
9.60E+01,-0.28,0.24,-0.44,-0.36
9.60E+01,0.08,0.08,-0.12,0.36
9.60E+01,0.72,-0.4,-0.68,0.28
9.60E+01,-0.04,-0.4,0.04,0.52
9.60E+01,0.4,0.72,-0.36,-0.36
9.60E+01,0.68,-0.24,0.44,-0.12
9.60E+01,1.08,0,0.12,-0.2
9.60E+01,0.36,0,0.52,-0.52
9.60E+01,-0.2,1.28,0.36,-0.6
9.60E+01,1.04,-0.16,1.08,-0.28
9.61E+01,0.92,0.08,0.44,0.12
9.61E+01,0,1.36,0.44,-0.04
9.61E+01,0.56,2,-0.12,0.12
9.61E+01,0,0.32,-0.44,0.44
9.61E+01,-0.16,0.32,-1.24,0.36
9.61E+01,-0.56,1.2,-0.76,-0.28
9.61E+01,0,0.96,0.76,-0.2
9.61E+01,0.96,0.4,0.52,-0.52
9.61E+01,0.28,-0.4,0.04,-0.12
9.61E+01,-0.52,0.24,-0.28,-0.2
9.62E+01,-0.16,0.32,-0.68,-0.68
9.62E+01,0.6,-0.64,-0.76,-0.12
9.62E+01,1.24,-0.72,-0.76,-0.68
9.62E+01,-0.16,-0.08,-0.04,0.12
9.62E+01,-0.28,-0.32,-0.28,-0.2
9.62E+01,0.88,-0.8,-0.92,0.04
9.62E+01,0.12,-0.16,-0.84,0.12
9.62E+01,0.08,0,0.12,0.36
9.62E+01,0.12,-0.24,-0.12,-0.52
9.62E+01,-0.24,-0.72,1.24,0.12
9.63E+01,-0.12,0.16,1.24,0.04
9.63E+01,-0.8,0.48,0.6,-0.12
9.63E+01,-0.4,0.64,1,-0.2
9.63E+01,0.44,-0.72,0.68,-0.2
9.63E+01,0.32,-0.4,0.2,-0.36
9.63E+01,-0.04,0.88,0.52,-0.52
9.63E+01,-0.28,-0.08,0.12,-0.2
9.63E+01,-0.04,-0.24,0.36,0.52
9.63E+01,-0.08,0.24,-1.24,-0.2
9.63E+01,-0.76,1.84,-1.64,-0.04
9.64E+01,0,0.96,-1.08,0.04
9.64E+01,-0.4,-0.32,-0.04,0.2
9.64E+01,-0.76,1.12,-0.28,0.04
9.64E+01,0.04,1.12,1.08,-0.12
9.64E+01,0.12,0.24,0.2,0.2
9.64E+01,0.08,-1.28,0.52,0.52
9.64E+01,-0.36,0,-0.36,0.2
9.64E+01,-0.16,0.4,0.44,-0.52
9.64E+01,1.08,0.08,0.44,-0.76
9.64E+01,0.88,0,0.12,-0.28
9.65E+01,0.28,0.72,-0.12,-0.36
9.65E+01,-0.16,0.4,-0.44,-0.12
9.65E+01,0.8,-0.56,-1.08,-0.12
9.65E+01,0.64,-1.52,-0.92,0.28
9.65E+01,0.92,-1.12,-1.24,0.2
9.65E+01,1.24,0,-0.92,0.28
9.65E+01,2.04,0,-0.76,0.52
9.65E+01,1.92,1.12,-1,-0.12
9.65E+01,1.04,1.36,0.28,0.12
9.65E+01,1.04,1.52,0.44,0.12
9.66E+01,2.04,-0.08,0.04,-0.44
9.66E+01,1.6,0.08,-0.2,-0.2
9.66E+01,1.24,-0.08,0.44,-0.12
9.66E+01,1.84,0.24,0.44,-0.12
9.66E+01,1.6,-0.08,0.12,0.04
9.66E+01,1.08,-0.32,0.52,0.52
9.66E+01,0.64,0,-0.44,-0.2
9.66E+01,-0.4,-1.04,1.32,0.52
9.66E+01,0.36,-0.8,0.68,0.2
9.66E+01,-0.88,-0.56,0.04,0.28
9.67E+01,-1.04,-0.24,-0.04,0.04
9.67E+01,-0.04,-0.48,-0.28,-0.28
9.67E+01,-0.56,-0.8,-0.04,0.2
9.67E+01,-0.6,-0.4,-0.6,-0.12
9.67E+01,0.2,1.04,-0.76,-0.2
9.67E+01,0.4,0.4,0.28,-0.04
9.67E+01,0.64,0.16,0.36,0.12
9.67E+01,0.6,0.72,0.2,-0.04
9.67E+01,-0.44,0.88,-0.12,-0.12
9.67E+01,-1.04,0.4,0.28,0.44
9.68E+01,-0.08,-0.08,-0.2,0.28
9.68E+01,-0.16,0.24,-0.76,0.12
9.68E+01,0.12,0.88,-0.92,-0.12
9.68E+01,0.2,0.16,-0.2,0.36
9.68E+01,1.16,-0.24,-0.68,0.12
9.68E+01,1.28,-0.32,-0.52,0.12
9.68E+01,1.28,-0.16,0.44,-0.2
9.68E+01,1.04,-0.24,0.44,0.28
9.68E+01,0.76,-0.64,1,0.36
9.68E+01,0.48,-0.64,1,0.36
9.69E+01,0.52,0.96,1.24,-0.2
9.69E+01,1.24,0.4,1.56,-0.28
9.69E+01,1,-0.16,1,0.2
9.69E+01,-0.04,0.48,-0.04,0.2
9.69E+01,-0.72,0.56,0.12,0.52
9.69E+01,-0.92,0.48,-0.68,0.28
9.69E+01,-0.92,-1.04,-0.6,0.76
9.69E+01,-1.16,-0.48,-0.84,0.6
9.69E+01,-0.76,0.72,-0.12,-0.2
9.69E+01,-0.16,-0.08,0.6,0.36
9.70E+01,-0.36,0,0.44,0.2
9.70E+01,-1,0.8,0.44,0.12
9.70E+01,-0.96,1.44,0.52,0.28
9.70E+01,0.28,0.16,0.68,0.52
9.70E+01,0.32,-0.08,0.28,0.44
9.70E+01,-0.12,0,-0.44,0.52
9.70E+01,-0.84,0.72,0.28,0.44
9.70E+01,0.36,-1.04,-1.08,0.76
9.70E+01,1.04,-0.64,-1.8,0.76
9.70E+01,1.12,-0.8,-2.2,0.6
9.71E+01,0.96,-0.08,-0.92,0.52
9.71E+01,0.96,-0.96,-0.6,0.36
9.71E+01,-0.28,-1.12,-0.12,0.84
9.71E+01,-0.16,-0.24,-1.32,0.12
9.71E+01,-1.12,-0.24,-0.12,0.52
9.71E+01,0.76,-1.04,-0.76,0.44
9.71E+01,0.72,-0.24,-0.68,0.44
9.71E+01,-0.04,0.24,-0.68,0.44
9.71E+01,0.16,1.12,-1.72,0.6
9.71E+01,0.48,0.16,-1.16,0.92
9.72E+01,0.04,0.8,-2.28,0.28
9.72E+01,-0.32,0.8,-1.48,0.28
9.72E+01,0.88,-0.08,-0.84,0.44
9.72E+01,0.52,-0.8,-0.2,0.6
9.72E+01,0.6,0.08,-0.76,0.36
9.72E+01,0.2,0.72,0.04,0.36
9.72E+01,0,-0.24,1.08,0.76
9.72E+01,0.48,-1.04,0.6,0.76
9.72E+01,-0.04,-0.48,-0.04,0.68
9.72E+01,-1.08,0.24,0.04,0.92
9.73E+01,0.8,0.64,0.2,0.6
9.73E+01,0.76,0,-0.12,0.44
9.73E+01,-0.56,0.72,-0.68,0.6
9.73E+01,0.44,0.48,-0.04,0.44
9.73E+01,0.68,-0.8,-0.2,0.6
9.73E+01,-0.88,-0.08,-0.2,0.76
9.73E+01,-0.28,1.2,-0.76,0.36
9.73E+01,-1.2,0.32,0.2,0.76
9.73E+01,-1,-0.48,-0.12,0.92
9.73E+01,-1.2,-0.16,-0.52,0.92
9.74E+01,-1.52,-0.08,-0.12,0.76
9.74E+01,-0.36,-0.08,-0.28,0.76
9.74E+01,-0.16,0.4,0.2,0.84
9.74E+01,0.32,0.48,0.36,0.52
9.74E+01,-1.16,1.04,0.2,1.32
9.74E+01,-0.64,0.88,-0.52,0.6
9.74E+01,-0.4,0.16,-0.68,0.84
9.74E+01,-1.08,0.8,0.28,0.68
9.74E+01,-0.28,0.8,-0.04,0.84
9.74E+01,-0.56,0.56,0.44,1.4
9.75E+01,-0.24,0.4,0.92,1.32
9.75E+01,0.48,0.32,1.16,1.08
9.75E+01,0.2,0.32,0.6,0.36
9.75E+01,0.36,0.16,1.24,0.2
9.75E+01,0.32,-0.48,0.52,0.52
9.75E+01,0.08,-0.24,-0.68,0.52
9.75E+01,0.28,0.64,-0.28,0.52
9.75E+01,0.36,0.16,0.2,0.92
9.75E+01,1.52,-0.88,0.44,0.84
9.75E+01,0.76,0,-0.04,0.68
9.76E+01,0.52,0.48,-0.28,0.92
9.76E+01,0.88,-0.32,-0.2,0.76
9.76E+01,0.44,-1.84,-0.28,0.92
9.76E+01,0,-1.28,-0.76,0.84
9.76E+01,0.04,-0.48,-0.84,0.92
9.76E+01,1.2,-0.48,0.12,0.92
9.76E+01,1.28,-1.6,0.52,0.52
9.76E+01,0.6,-0.08,-0.52,0.52
9.76E+01,-0.32,0.4,0.12,0.36
9.76E+01,-0.08,-1.2,0.68,0.84
9.77E+01,0.56,-1.92,-0.04,1.08
9.77E+01,0.28,-0.64,-0.28,0.84
9.77E+01,-0.08,0,0.2,0.76
9.77E+01,0.04,-0.08,0.36,0.44
9.77E+01,0.12,-0.32,-0.04,0.52
9.77E+01,0.44,-0.08,0.2,0.36
9.77E+01,-0.28,-0.72,1,0.6
9.77E+01,0.24,-0.56,0.68,0.84
9.77E+01,-0.32,-0.4,1.8,1.16
9.77E+01,-0.48,0.48,1.64,0.84
9.78E+01,-0.48,1.36,0.6,1.08
9.78E+01,0.08,0.72,0.6,0.92
9.78E+01,-0.16,0.56,1.32,0.44
9.78E+01,-0.24,-0.16,1.24,0.04
9.78E+01,-0.84,0.64,0.44,-0.04
9.78E+01,0.08,0.64,0.68,0.44
9.78E+01,0.2,-0.16,0.6,0.44
9.78E+01,-0.6,0.48,0.12,0.76
9.78E+01,-1.04,1.28,0.36,0.92
9.78E+01,-0.44,0.08,0.36,0.6
9.79E+01,-0.44,-0.08,-0.12,0.84
9.79E+01,-0.84,1.76,-0.04,0.52
9.79E+01,-0.64,1.6,-0.6,0.2
9.79E+01,-0.16,1.36,-0.44,0.84
9.79E+01,-0.8,1.2,-1.16,0.84
9.79E+01,-0.28,1.44,-0.84,0.68
9.79E+01,0,1.2,-0.68,0.6
9.79E+01,0.52,0.4,-0.52,-0.28
9.79E+01,0.36,0,-0.04,0.2
9.79E+01,0.04,0.4,-0.6,-0.52
9.80E+01,0.96,0.24,-0.36,-0.2
9.80E+01,1.32,-0.48,-1,-0.2
9.80E+01,0.76,0.08,-1.08,0.2
9.80E+01,0.28,0.64,-0.44,0.04
9.80E+01,0.88,0.24,0.12,-0.12
9.80E+01,0.4,-0.48,-0.04,0.2
9.80E+01,0.4,-1.12,0.68,0.52
9.80E+01,-0.04,-0.56,-1.08,0.28
9.80E+01,0.16,-0.4,0.2,0.52
9.80E+01,1.08,0.32,0.12,0.2
9.81E+01,0.08,-0.72,0.52,0.52
9.81E+01,-0.12,0.72,0.2,-0.12
9.81E+01,-0.72,1.2,0.28,0.04
9.81E+01,-0.76,0.56,0.36,0.04
9.81E+01,-0.92,0.64,0.84,-0.28
9.81E+01,-1.04,0.56,0.2,-0.28
9.81E+01,-0.04,1.04,0.04,-0.2
9.81E+01,-0.04,-0.56,-0.04,-0.12
9.81E+01,0.44,-0.48,0.2,0.04
9.81E+01,0.68,0.24,-0.68,-0.2
9.82E+01,0.12,-0.56,-0.6,0.12
9.82E+01,0.28,-0.48,-0.52,-0.12
9.82E+01,-0.04,0.4,-1.32,0.12
9.82E+01,-0.64,1.2,-0.84,-0.12
9.82E+01,-0.16,-0.24,0.04,-0.2
9.82E+01,0.04,-0.32,-1.08,-0.04
9.82E+01,0.2,0.24,-1,-0.28
9.82E+01,0.64,-0.08,-1.4,-0.12
9.82E+01,0.92,0.4,-0.6,0.04
9.82E+01,1.68,-0.16,-0.28,-0.28
9.83E+01,-0.04,0.32,-0.44,-0.28
9.83E+01,0.48,0.8,-0.52,-0.44
9.83E+01,0.64,-0.72,-0.76,-0.52
9.83E+01,0.08,-0.48,-0.28,-0.2
9.83E+01,0.12,-0.08,-0.28,-0.44
9.83E+01,0.08,0.16,0.2,-0.68
